org,repo,workflow,fork,archived,stars,visibility,ref,ref_type,ref_resolved_to,ref_resolved_type,workflow_type,workflow_url,jobs_count,workflow_status,parent_workflows,event_triggers
awslabs,amazon-eks-ami,.github/workflows/ci-manual.yaml,0,0,2601,public,main,branch,405b82908a91a71f44fef305dbd92db31a9f9da0,commit,workflow,https://github.com/awslabs/amazon-eks-ami/blob/405b82908a91a71f44fef305dbd92db31a9f9da0/.github/workflows/ci-manual.yaml,4,,,workflow_dispatch
awslabs,amazon-eks-ami,.github/workflows/ci.yaml,0,0,2601,public,main,branch,405b82908a91a71f44fef305dbd92db31a9f9da0,commit,workflow,https://github.com/awslabs/amazon-eks-ami/blob/405b82908a91a71f44fef305dbd92db31a9f9da0/.github/workflows/ci.yaml,2,,,workflow_call
awslabs,amazon-eks-ami,.github/workflows/dependency-review.yaml,0,0,2601,public,main,branch,405b82908a91a71f44fef305dbd92db31a9f9da0,commit,workflow,https://github.com/awslabs/amazon-eks-ami/blob/405b82908a91a71f44fef305dbd92db31a9f9da0/.github/workflows/dependency-review.yaml,3,,,pull_request
awslabs,amazon-eks-ami,.github/workflows/deploy-docs.yaml,0,0,2601,public,main,branch,405b82908a91a71f44fef305dbd92db31a9f9da0,commit,workflow,https://github.com/awslabs/amazon-eks-ami/blob/405b82908a91a71f44fef305dbd92db31a9f9da0/.github/workflows/deploy-docs.yaml,1,,,"workflow_dispatch,push"
awslabs,amazon-eks-ami,.github/workflows/janitor.yaml,0,0,2601,public,main,branch,405b82908a91a71f44fef305dbd92db31a9f9da0,commit,workflow,https://github.com/awslabs/amazon-eks-ami/blob/405b82908a91a71f44fef305dbd92db31a9f9da0/.github/workflows/janitor.yaml,2,,,"workflow_dispatch,schedule"
awslabs,amazon-eks-ami,.github/workflows/sync-eni-max-pods.yaml,0,0,2601,public,main,branch,405b82908a91a71f44fef305dbd92db31a9f9da0,commit,workflow,https://github.com/awslabs/amazon-eks-ami/blob/405b82908a91a71f44fef305dbd92db31a9f9da0/.github/workflows/sync-eni-max-pods.yaml,1,,,"workflow_dispatch,schedule"
awslabs,amazon-eks-ami,.github/workflows/sync-to-codecommit.yaml,0,0,2601,public,main,branch,405b82908a91a71f44fef305dbd92db31a9f9da0,commit,workflow,https://github.com/awslabs/amazon-eks-ami/blob/405b82908a91a71f44fef305dbd92db31a9f9da0/.github/workflows/sync-to-codecommit.yaml,1,,,schedule
awslabs,amazon-eks-ami,.github/workflows/update-changelog.yaml,0,0,2601,public,main,branch,405b82908a91a71f44fef305dbd92db31a9f9da0,commit,workflow,https://github.com/awslabs/amazon-eks-ami/blob/405b82908a91a71f44fef305dbd92db31a9f9da0/.github/workflows/update-changelog.yaml,2,,,release
awslabs,amazon-eks-ami,.github/workflows/update-dependency.yaml,0,0,2601,public,main,branch,405b82908a91a71f44fef305dbd92db31a9f9da0,commit,workflow,https://github.com/awslabs/amazon-eks-ami/blob/405b82908a91a71f44fef305dbd92db31a9f9da0/.github/workflows/update-dependency.yaml,1,,,"workflow_dispatch,schedule"
awslabs,amazon-eks-ami,.github/actions/bot/action.yaml,0,0,2601,public,main,branch,405b82908a91a71f44fef305dbd92db31a9f9da0,commit,action,https://github.com/awslabs/amazon-eks-ami/blob/405b82908a91a71f44fef305dbd92db31a9f9da0/.github/actions/bot/action.yaml,1,,,
awslabs,amazon-eks-ami,.github/actions/ci/build/action.yaml,0,0,2601,public,main,branch,405b82908a91a71f44fef305dbd92db31a9f9da0,commit,action,https://github.com/awslabs/amazon-eks-ami/blob/405b82908a91a71f44fef305dbd92db31a9f9da0/.github/actions/ci/build/action.yaml,1,,,
awslabs,amazon-eks-ami,.github/actions/ci/kubetest2/action.yaml,0,0,2601,public,main,branch,405b82908a91a71f44fef305dbd92db31a9f9da0,commit,action,https://github.com/awslabs/amazon-eks-ami/blob/405b82908a91a71f44fef305dbd92db31a9f9da0/.github/actions/ci/kubetest2/action.yaml,1,,,
awslabs,amazon-eks-ami,.github/actions/janitor/kubetest2-sweeper/action.yaml,0,0,2601,public,main,branch,405b82908a91a71f44fef305dbd92db31a9f9da0,commit,action,https://github.com/awslabs/amazon-eks-ami/blob/405b82908a91a71f44fef305dbd92db31a9f9da0/.github/actions/janitor/kubetest2-sweeper/action.yaml,1,,,
awslabs,amazon-eks-ami,.github/actions/janitor/ami-sweeper/action.yaml,0,0,2601,public,main,branch,405b82908a91a71f44fef305dbd92db31a9f9da0,commit,action,https://github.com/awslabs/amazon-eks-ami/blob/405b82908a91a71f44fef305dbd92db31a9f9da0/.github/actions/janitor/ami-sweeper/action.yaml,1,,,
awslabs,amazon-emr-cli,.github/workflows/pypi-publish.yaml,0,0,45,public,main,branch,62954622bd5d542649640c012b925b789b813d60,commit,workflow,https://github.com/awslabs/amazon-emr-cli/blob/62954622bd5d542649640c012b925b789b813d60/.github/workflows/pypi-publish.yaml,1,,,push
