repo_name,workflow_path,workflow_type,variable_name,variable_type,variable_location,visibility,archived,forked,reusable_workflow,workflow_url,repo_url
aws-mysql-jdbc,maven_snapshot.yml,workflow,GPG_PRIVATE_KEY,secret,step,public,0,0,0,https://github.com/awslabs/aws-mysql-jdbc/blob/main/.github/workflows/maven_snapshot.yml,https://github.com/awslabs/aws-mysql-jdbc
aws-mysql-jdbc,release_draft.yml,workflow,GPG_PRIVATE_KEY,secret,step,public,0,0,0,https://github.com/awslabs/aws-mysql-jdbc/blob/main/.github/workflows/release_draft.yml,https://github.com/awslabs/aws-mysql-jdbc
kubectl-connect,release.yml,workflow,GPG_PRIVATE_KEY,secret,step,public,0,0,0,https://github.com/awslabs/kubectl-connect/blob/main/.github/workflows/release.yml,https://github.com/awslabs/kubectl-connect
mcp,aws-api-mcp-upgrade-version.yml,workflow,GPG_PRIVATE_KEY,secret,step,public,0,0,0,https://github.com/awslabs/mcp/blob/main/.github/workflows/aws-api-mcp-upgrade-version.yml,https://github.com/awslabs/mcp
mcp,release-initiate-branch.yml,workflow,GPG_PRIVATE_KEY,secret,step,public,0,0,0,https://github.com/awslabs/mcp/blob/main/.github/workflows/release-initiate-branch.yml,https://github.com/awslabs/mcp
mcp,release-merge-tag.yml,workflow,GPG_PRIVATE_KEY,secret,step,public,0,0,0,https://github.com/awslabs/mcp/blob/main/.github/workflows/release-merge-tag.yml,https://github.com/awslabs/mcp
aurora-dsql-orms,java-hibernate-release.yml,workflow,GPG_PUBLIC_KEY,secret,step,public,0,0,0,https://github.com/awslabs/aurora-dsql-orms/blob/main/.github/workflows/java-hibernate-release.yml,https://github.com/awslabs/aurora-dsql-orms
aurora-dsql-tools,flyway-release.yml,workflow,GPG_PUBLIC_KEY,secret,step,public,0,0,0,https://github.com/awslabs/aurora-dsql-tools/blob/main/.github/workflows/flyway-release.yml,https://github.com/awslabs/aurora-dsql-tools
aurora-dsql-orms,java-hibernate-release.yml,workflow,GPG_SECRET_KEY,secret,step,public,0,0,0,https://github.com/awslabs/aurora-dsql-orms/blob/main/.github/workflows/java-hibernate-release.yml,https://github.com/awslabs/aurora-dsql-orms
aurora-dsql-tools,flyway-release.yml,workflow,GPG_SECRET_KEY,secret,step,public,0,0,0,https://github.com/awslabs/aurora-dsql-tools/blob/main/.github/workflows/flyway-release.yml,https://github.com/awslabs/aurora-dsql-tools
aws-postgresql-jdbc,maven_release.yml,workflow,GPG_SECRET_KEY_FILE,secret,step,public,0,0,0,https://github.com/awslabs/aws-postgresql-jdbc/blob/main/.github/workflows/maven_release.yml,https://github.com/awslabs/aws-postgresql-jdbc
aws-mysql-jdbc,maven_release.yml,workflow,GPG_SECRET_KEY_FILE,secret,step,public,0,0,0,https://github.com/awslabs/aws-mysql-jdbc/blob/main/.github/workflows/maven_release.yml,https://github.com/awslabs/aws-mysql-jdbc
aws-mysql-jdbc,maven_snapshot.yml,workflow,GPG_SECRET_KEY_FILE,secret,step,public,0,0,0,https://github.com/awslabs/aws-mysql-jdbc/blob/main/.github/workflows/maven_snapshot.yml,https://github.com/awslabs/aws-mysql-jdbc
deequ,issue-bot.yml,workflow,GUARDRAIL_ID,secret,step,public,0,0,0,https://github.com/awslabs/deequ/blob/master/.github/workflows/issue-bot.yml,https://github.com/awslabs/deequ
dqdl,issue-bot.yml,workflow,GUARDRAIL_ID,secret,step,public,0,0,0,https://github.com/awslabs/dqdl/blob/master/.github/workflows/issue-bot.yml,https://github.com/awslabs/dqdl
python-deequ,issue-bot.yml,workflow,GUARDRAIL_ID,secret,step,public,0,0,0,https://github.com/awslabs/python-deequ/blob/master/.github/workflows/issue-bot.yml,https://github.com/awslabs/python-deequ
deequ,issue-bot.yml,workflow,GUARDRAIL_VERSION,secret,step,public,0,0,0,https://github.com/awslabs/deequ/blob/master/.github/workflows/issue-bot.yml,https://github.com/awslabs/deequ
dqdl,issue-bot.yml,workflow,GUARDRAIL_VERSION,secret,step,public,0,0,0,https://github.com/awslabs/dqdl/blob/master/.github/workflows/issue-bot.yml,https://github.com/awslabs/dqdl
python-deequ,issue-bot.yml,workflow,GUARDRAIL_VERSION,secret,step,public,0,0,0,https://github.com/awslabs/python-deequ/blob/master/.github/workflows/issue-bot.yml,https://github.com/awslabs/python-deequ
osml-cdk-constructs,notify.yml,workflow,GUIDANCE_OSML_SUBMODULES_ACTION_10_24,secret,step,public,1,0,0,https://github.com/awslabs/osml-cdk-constructs/blob/main/.github/workflows/notify.yml,https://github.com/awslabs/osml-cdk-constructs
osml-model-runner-test,notify.yml,workflow,GUIDANCE_OSML_SUBMODULES_ACTION_10_24,secret,step,public,1,0,0,https://github.com/awslabs/osml-model-runner-test/blob/main/.github/workflows/notify.yml,https://github.com/awslabs/osml-model-runner-test
osml-tile-server-test,notify.yml,workflow,GUIDANCE_OSML_SUBMODULES_ACTION_10_24,secret,step,public,1,0,0,https://github.com/awslabs/osml-tile-server-test/blob/main/.github/workflows/notify.yml,https://github.com/awslabs/osml-tile-server-test
