action_org,action_repo,action_workflow,action_fork,action_archived,action_stars,action_trusted_org,action_deprecated,action_ref,action_ref_type,action_ref_resolved_to,action_ref_resolved_type,action_url,parent_org,parent_repo,parent_workflow,parent_fork,parent_archived,parent_ref,parent_ref_type,parent_url
actions,checkout,actions/checkout,0,0,7143,1,0,v1,tag,544eadc6bf3d226fd7a7a9f0dc5b5bf7ca0675b9,commit,https://github.com/actions/checkout/tree/544eadc6bf3d226fd7a7a9f0dc5b5bf7ca0675b9/action.yml,github,textarea-autosize,.github/workflows/nodejs.yml,0,0,main,branch,https://github.com/github/textarea-autosize/blob/715ab5d36552a051ad8d17cae3a5c1b095a8919f/.github/workflows/nodejs.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v1,tag,544eadc6bf3d226fd7a7a9f0dc5b5bf7ca0675b9,commit,https://github.com/actions/checkout/tree/544eadc6bf3d226fd7a7a9f0dc5b5bf7ca0675b9/action.yml,github,VisualStudio,.github/workflows/main.yml,0,1,master,branch,https://github.com/github/VisualStudio/blob/6d428ef3bb1848ae0ece98fd57c9c8fa564aed7f/.github/workflows/main.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,actions-oidc-gateway-example,.github/workflows/ci.yml,0,0,main,branch,https://github.com/github/actions-oidc-gateway-example/blob/49d42c28f5bab2f683220416cd783e66d95e1a87/.github/workflows/ci.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,advisory-database,.github/workflows/create_staging_branch.yaml,0,0,main,branch,https://github.com/github/advisory-database/blob/2678cafb8ac7a468d98ab735aa20eb7ac69b03af/.github/workflows/create_staging_branch.yaml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,advisory-database,.github/workflows/delete_staging_and_head_branches.yaml,0,0,main,branch,https://github.com/github/advisory-database/blob/2678cafb8ac7a468d98ab735aa20eb7ac69b03af/.github/workflows/delete_staging_and_head_branches.yaml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,auto-check-element,.github/workflows/nodejs.yml,0,0,main,branch,https://github.com/github/auto-check-element/blob/607feb2f638da6dc9248192774d35cb72645c264/.github/workflows/nodejs.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,balanced-employee-ip-agreement,.github/workflows/main.yml,0,0,main,branch,https://github.com/github/balanced-employee-ip-agreement/blob/92c4d31cf64e40eed5af1aada609c35a1d22361a/.github/workflows/main.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,certstore,.github/workflows/test-macos-recent-go-versions.yml,0,1,main,branch,https://github.com/github/certstore/blob/c7f16598a70abd1ba6846d9bb44c89c6bd99e9b7/.github/workflows/test-macos-recent-go-versions.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,certstore,.github/workflows/test-windows-recent-go-versions.yml,0,1,main,branch,https://github.com/github/certstore/blob/c7f16598a70abd1ba6846d9bb44c89c6bd99e9b7/.github/workflows/test-windows-recent-go-versions.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,chatops-controller,.github/workflows/ruby.yml,0,0,master,branch,https://github.com/github/chatops-controller/blob/bded318ab51ccad4c5d267f2ef331b18d82a021a/.github/workflows/ruby.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,clipboard-copy-element,.github/workflows/nodejs.yml,0,0,main,branch,https://github.com/github/clipboard-copy-element/blob/eb59a820d54541e98d81fdc5ef4b451f6ab98820/.github/workflows/nodejs.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,codeql-learninglab-actions,.github/workflows/ci.yml,0,1,master,branch,https://github.com/github/codeql-learninglab-actions/blob/cf738081710abe6821edff26986cf3e085f46850/.github/workflows/ci.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,codeql-learninglab-actions,.github/workflows/publish.yml,0,1,master,branch,https://github.com/github/codeql-learninglab-actions/blob/cf738081710abe6821edff26986cf3e085f46850/.github/workflows/publish.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,csharp-test-adapter,.github/workflows/ci.yml,0,1,master,branch,https://github.com/github/csharp-test-adapter/blob/00e3379ce1c588a1453e39359e5c4213f4663cd1/.github/workflows/ci.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,custom-element-boilerplate,.github/workflows/test.yml,0,0,main,branch,https://github.com/github/custom-element-boilerplate/blob/5f83e07ce73687c4ad6feef92099b6b8284423c4/.github/workflows/test.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,darrrr,.github/workflows/build.yml,0,1,master,branch,https://github.com/github/darrrr/blob/817a774d7627afb7e59fe50ef635543306089d48/.github/workflows/build.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,deploy-nodejs,.github/workflows/stack-linter.yml,0,1,master,branch,https://github.com/github/deploy-nodejs/blob/0e9035e9e00ac35fb5c25a85b1d917bacfec2fc5/.github/workflows/stack-linter.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,details-dialog-element,.github/workflows/node.js.yml,0,1,main,branch,https://github.com/github/details-dialog-element/blob/df1df8d233d248ed638d27164d34d4e6f0a7352b/.github/workflows/node.js.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,Dynamic-Template-Engine,.github/workflows/Build.yml,0,1,master,branch,https://github.com/github/Dynamic-Template-Engine/blob/75ced672ac164cdb0fa3e3656269c42f01eb5fcf/.github/workflows/Build.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,Dynamic-Template-Engine,.github/workflows/CodeCoverage.yml,0,1,master,branch,https://github.com/github/Dynamic-Template-Engine/blob/75ced672ac164cdb0fa3e3656269c42f01eb5fcf/.github/workflows/CodeCoverage.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,Dynamic-Template-Engine,.github/workflows/codeql-analysis.yml,0,1,master,branch,https://github.com/github/Dynamic-Template-Engine/blob/75ced672ac164cdb0fa3e3656269c42f01eb5fcf/.github/workflows/codeql-analysis.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,Dynamic-Template-Engine,.github/workflows/lint.yml,0,1,master,branch,https://github.com/github/Dynamic-Template-Engine/blob/75ced672ac164cdb0fa3e3656269c42f01eb5fcf/.github/workflows/lint.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,eslint-plugin-custom-elements,.github/workflows/format.yml,0,1,main,branch,https://github.com/github/eslint-plugin-custom-elements/blob/e0b1ac82d7570e887abf631073b38562501dcb24/.github/workflows/format.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,fakeca,.github/workflows/test.yml,0,1,main,branch,https://github.com/github/fakeca/blob/6854f042f879c501f5168d6b1772dacca1aec95a/.github/workflows/test.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,fiber-fragments,.github/workflows/main.yaml,0,1,main,branch,https://github.com/github/fiber-fragments/blob/54fa75926d53fcf94d902703d0743f8d0de1b36e/.github/workflows/main.yaml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,file-attachment-element,.github/workflows/nodejs.yml,0,0,main,branch,https://github.com/github/file-attachment-element/blob/e7450dbb0f830f0b4c10bb4f2976d58d624b9d0f/.github/workflows/nodejs.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,freno,.github/workflows/codeql.yml,0,0,master,branch,https://github.com/github/freno/blob/4363f9dcf4438d5c9c44ad045e59288a95e7eb4f/.github/workflows/codeql.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,freno,.github/workflows/release.yml,0,0,master,branch,https://github.com/github/freno/blob/4363f9dcf4438d5c9c44ad045e59288a95e7eb4f/.github/workflows/release.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,g-emoji-element,.github/workflows/nodejs.yml,0,0,main,branch,https://github.com/github/g-emoji-element/blob/fd721af7052ef2758a4041ba1cb3151c1b7ae288/.github/workflows/nodejs.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,gh-actions-importer,.github/workflows/ci.yml,0,0,main,branch,https://github.com/github/gh-actions-importer/blob/6f7dffef239c03861d7b55a408a749b9d0737394/.github/workflows/ci.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,gh-codeql,.github/workflows/pr-checks.yml,0,0,main,branch,https://github.com/github/gh-codeql/blob/cb1d8f3754cf1e7d2220959e7ba9611e5e6d4ad6/.github/workflows/pr-checks.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,gh-mysql-conf-diff,.github/workflows/go-unit-tests.yml,0,0,main,branch,https://github.com/github/gh-mysql-conf-diff/blob/cc8364b7df7a6c6fa23071418e0ff02dea709b14/.github/workflows/go-unit-tests.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,gh-mysql-conf-diff,.github/workflows/validate-markdown-docs.yml,0,0,main,branch,https://github.com/github/gh-mysql-conf-diff/blob/cc8364b7df7a6c6fa23071418e0ff02dea709b14/.github/workflows/validate-markdown-docs.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,gh-valet,.github/workflows/ci.yml,0,1,main,branch,https://github.com/github/gh-valet/blob/0e8c1752bae5bf5fe483c7b1927e647abf24f288/.github/workflows/ci.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,ghec-audit-log-cli,.github/workflows/node-lint.yml,0,1,main,branch,https://github.com/github/ghec-audit-log-cli/blob/23217ad122cbc8d18d5b2c2f1c258637e76a9527/.github/workflows/node-lint.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,git-sizer,.github/workflows/lint.yml,0,0,master,branch,https://github.com/github/git-sizer/blob/ea9bd129e9e36f7a9db94c6dc0d544007d0f2b26/.github/workflows/lint.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,git-sizer,.github/workflows/test.yml,0,0,master,branch,https://github.com/github/git-sizer/blob/ea9bd129e9e36f7a9db94c6dc0d544007d0f2b26/.github/workflows/test.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,github-artifact-exporter,.github/workflows/CI.yml,0,1,main,branch,https://github.com/github/github-artifact-exporter/blob/29f6895ac3174c5b66ddb47075aa3361412443cd/.github/workflows/CI.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,github-artifact-exporter,.github/workflows/build.yml,0,1,main,branch,https://github.com/github/github-artifact-exporter/blob/29f6895ac3174c5b66ddb47075aa3361412443cd/.github/workflows/build.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,github-artifact-exporter,.github/workflows/codeql-analysis.yml,0,1,main,branch,https://github.com/github/github-artifact-exporter/blob/29f6895ac3174c5b66ddb47075aa3361412443cd/.github/workflows/codeql-analysis.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,github-artifact-exporter,.github/workflows/release.yml,0,1,main,branch,https://github.com/github/github-artifact-exporter/blob/29f6895ac3174c5b66ddb47075aa3361412443cd/.github/workflows/release.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,github-artifact-exporter,.github/workflows/super-linter.yml,0,1,main,branch,https://github.com/github/github-artifact-exporter/blob/29f6895ac3174c5b66ddb47075aa3361412443cd/.github/workflows/super-linter.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,github-elements,.github/workflows/node.js.yml,0,0,main,branch,https://github.com/github/github-elements/blob/b2ffb62d5f958a96c03be64b4f8482be3a5f99b5/.github/workflows/node.js.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,go-pipe,.github/workflows/build.yml,0,0,main,branch,https://github.com/github/go-pipe/blob/11bf0c7fe4e5be13fac6e88461117a46fac22e95/.github/workflows/build.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,go-pipe,.github/workflows/codeql.yaml,0,0,main,branch,https://github.com/github/go-pipe/blob/11bf0c7fe4e5be13fac6e88461117a46fac22e95/.github/workflows/codeql.yaml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,hackerone-client,.github/workflows/build.yml,0,0,main,branch,https://github.com/github/hackerone-client/blob/232a746dd4d1d7a718a3b9465038dfe1f4cbed75/.github/workflows/build.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v2,tag,ee0669bd1cc54295c223e0bb666b733df41de1c5,commit,https://github.com/actions/checkout/tree/ee0669bd1cc54295c223e0bb666b733df41de1c5/action.yml,github,ietf-cms,.github/workflows/test-go.yml,0,1,main,branch,https://github.com/github/ietf-cms/blob/fc9159fd2309603704c36ee361b1668d093b2940/.github/workflows/test-go.yml
